index,Sku,Style Id,Gender,Catalog,Category,Weight,TP 1,TP 2,Ajio MRP,Amazon MRP,Flipkart MRP,Limeroad MRP,Myntra MRP,Snapdeal MRP
1262,OS-1029,OS-1029,Female,Breeze-4,Gown,0.3,2095,1696.95,1666,1666,1695,1695,1695,1695
1263,SILVER3-1296-2XL,SILVER3-1296,Female,Breeze-4,Gown,0.3,895,724.95,3149,3149,3149,3149,3149,3149
1264,SILVER3-1293-2XL,SILVER3-1293,Female,Breeze-4,Gown,0.3,895,724.95,3149,3149,3149,3149,3149,3149
1265,COPPER-1276,COPPER-1276,Female,Breeze-4,Gown,0.3,995,805.95,3499,3499,3499,3499,3499,3499
1266,PETALS-1233-XL,PETALS-1233,Female,Breeze-4,Gown,0.3,1395,1129.95,4049,4049,4049,4049,4049,4049
1267,MASK-04A-NEW,MASK-04A-NEW,Female,Breeze-4,Gown,0.4,126,102.06,299,299,299,299,299,299
1268,MASK-08-NEW,MASK-08-NEW,Female,Breeze-4,Gown,0.4,252,204.12,499,499,499,499,499,499
1269,MASK-04B-NEW,MASK-04B-NEW,Female,Breeze-4,Gown,0.4,126,102.06,299,299,299,299,299,299
1270,Os4172_XS,Os4172,Female,Breeze-4,Gown,0.4,500,405,1995,2500,1995,1995,1995,1995
1271,Os275_3XL,Os275,Male,Mix,Pants,0.3,425,344.25,2195,2195,2195,2195,2195,2195
1272,PETALS-1236_L,PETALS-1236,Female,Breeze-4,Gown,0.4,1395,1129.95,4899,4899,4899,4899,4899,4899
1273,MIRROR-1328_L,MIRROR-1328,Female,Breeze-4,Gown,0.4,806,652.86,3149,3149,3149,3149,3149,3149
1274,MIRROR-1326_L,MIRROR-1326,Female,Breeze-4,Gown,0.4,859,695.79,3149,3149,3149,3149,3149,3149
1275,Os308_L,Os308,Female,Mix,Kurta Set,0.4,615,498.15,2195,2195,2195,2195,2195,2195
1276,Os275_M,Os275,Male,Mix,Pants,0.3,425,344.25,2195,2195,2195,2195,2195,2195
1277,IVORY_1421_3XL,IVORY_1421,Female,Breeze-4,Gown,0.4,818,662.58,2494,2494,2494,2494,2494,2494
1278,OsKR167_XS,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1279,OsKR167_S,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1280,OsKR167_M,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1281,OsKR167_L,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1282,OsKR167_XL,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1283,OsKR167_2XL,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1284,OsKR167_3XL,OsKR167,Female,Breeze-4,Gown,0.4,395,319.95,1695,1695,1695,1695,1695,1695
1285,OsKR266_XS,OsKR266,Female,Breeze-4,Gown,0.4,425,344.25,1995,1995,1995,1995,1995,1995
1286,OsKR266_S,OsKR266,Female,Breeze-4,Gown,0.4,425,344.25,1995,1995,1995,1995,1995,1995
1287,OsKR266_M,OsKR266,Female,Breeze-4,Gown,0.4,425,344.25,1995,1995,1995,1995,1995,1995
1288,OsKR266_L,OsKR266,Female,Breeze-4,Gown,0.4,425,344.25,1995,1995,1995,1995,1995,1995
1289,OsKR266_XL,OsKR266,Female,Breeze-4,Gown,0.5,425,344.25,1995,1995,1995,1995,1995,1995
1290,OsKR266_2XL,OsKR266,Female,Breeze-4,Gown,0.5,425,344.25,1995,1995,1995,1995,1995,1995
1291,OsKR266_3XL,OsKR266,Female,Breeze-4,Gown,0.5,425,344.25,1995,1995,1995,1995,1995,1995
1292,OsKR169_XS,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1293,OsKR169_S,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1294,OsKR169_M,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1295,OsKR169_L,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1296,OsKR169_XL,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1297,OsKR169_2XL,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1298,OsKR169_3XL,OsKR169,Female,Breeze-4,Gown,0.5,435,352.35,1795,1795,1795,1795,1795,1795
1299,IVORY_1426_XL,IVORY_1426,Female,Breeze-4,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1300,Os275_L,Os275,Male,Mix,Pants,0.3,425,344.25,2195,2195,2195,2195,2195,2195
1301,GOLD-1353_L,GOLD-1353,Female,Breeze-4,Gown,0.5,1165,943.65,4549,4549,4549,4549,4549,4549
1302,BIG CHECKS - 1 BAG_XL,BIG CHECKS - 1 BAG,Female,Breeze-4,Gown,0.5,630.5,510.7,630.5,630.5,630.5,630.5,630.5,630.5
1303,TULIP - 1 BAG_L,TULIP - 1 BAG,Female,Rozana,Gown,0.5,498,403.38,498,498,498,498,498,498
1304,Os308_3XL,Os308,Female,Mix,Kurta Set,0.4,615,498.15,2195,2195,2195,2195,2195,2195
1305,Raag-1365_XL,Raag-1365,Female,Rozana,Gown,0.5,1523,1233.63,1365,1365,1365,1365,1365,1365
1306,MIRROR - 1 BAG_L,MIRROR - 1 BAG,Female,Rozana,Gown,0.5,733.95,594.5,733.95,733.95,733.95,733.95,733.95,733.95
1307,Os163_2XLL,Os163,Male,Mix,Pants,0.3,425,344.25,1995,1995,1995,1995,1995,1995
1308,Os160_MM,Os160,Male,Mix,Pants,0.3,424,343.44,1695,1695,1695,1795,1695,1695
1309,MIRROR-1326_M,MIRROR-1326,Female,Rozana,Gown,0.5,859,695.79,3149,3149,3149,3149,3149,3149
1310,IRIS_1416_3XL,IRIS_1416,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1311,IRIS_1417_XL,IRIS_1417,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1312,IRIS_1418_2XL,IRIS_1418,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1313,IRIS_1418_3XL,IRIS_1418,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1314,IRIS_1418_M,IRIS_1418,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1315,IVORY_1423_2XL,IVORY_1423,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1316,IVORY_1426_2XL,IVORY_1426,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1317,IVORY-1421_XL,IVORY-1421,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1318,IVORY-1423_2XL,IVORY-1423,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1319,IVORY-1424_3XL,IVORY-1424,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1320,IVORY-1426_L,IVORY-1426,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1321,IVORY-1426_M,IVORY-1426,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1322,IVORY-1426_XL,IVORY-1426,Female,Rozana,Gown,0.5,818,662.58,2494,2494,2494,2494,2494,2494
1323,Os160_XS,Os160,Male,Mix,Pants,0.3,424,343.44,1695,1695,1695,1795,1695,1695
1324,Os326_XS,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1325,Os326_S,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1326,Os326_M,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1327,Os326_L,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1328,Os326_XL,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1329,Os326_2XL,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1330,Os326_3XL,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1331,Os326_3XL,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1332,Os326_3XL,Os326,Male,Mix,Pants,0.3,467,378.27,1995,1995,1995,1995,1995,1995
1333,,,Male,Blouse,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1334,,,Male,Sweater,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1335,,,Male,Jeans,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1336,,,Male,Sandals,Footwear,0.2,467,378.27,675,1995,675,1995,1995,3000
1337,,,Male,Blouse,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1338,,,Male,Sneakers,Footwear,0.2,467,378.27,675,1995,675,1995,1995,3000
1339,,,Male,Shirt,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1340,,,Male,Shorts,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1341,,,Male,Coat,Outerwear,0.2,467,378.27,675,1995,675,1995,1995,3000
1342,,,Male,Handbag,Accessories,0.2,467,378.27,675,1995,675,1995,1995,3000
1343,,,Male,Shoes,Footwear,0.2,467,378.27,675,1995,675,1995,1995,3000
1344,,,Male,Shorts,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1345,,,Male,Coat,Outerwear,0.2,467,378.27,675,1995,675,1995,1995,3000
1346,,,Male,Dress,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1347,,,Male,Coat,Outerwear,0.2,467,378.27,675,1995,675,1995,1995,3000
1348,,,Male,Skirt,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1349,,,Male,Sunglasses,Accessories,0.2,467,378.27,675,1995,675,1995,1995,3000
1350,,,Male,Dress,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1351,,,Male,Sweater,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1352,,,Male,Pants,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1353,,,Male,Pants,Clothing,0.2,467,378.27,675,1995,675,1995,1995,3000
1354,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1355,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1356,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1357,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1358,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1359,,,Male,Jewelry,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1360,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1361,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1362,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1363,,,Male,Jewelry,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1364,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1365,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1366,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1367,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1368,,,Male,Blouse,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1369,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1370,,,Male,Jeans,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1371,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1372,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1373,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1374,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1375,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1376,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1377,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1378,,,Male,Socks,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1379,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1380,,,Male,Jewelry,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1381,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1382,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1383,,,Male,Blouse,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1384,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1385,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1386,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1387,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1388,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1389,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1390,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1391,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1392,,,Male,Belt,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1393,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1394,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1395,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1396,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1397,,,Male,Boots,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1398,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1399,,,Male,Blouse,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1400,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1401,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1402,,,Male,Belt,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1403,,,Male,Belt,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1404,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1405,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1406,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1407,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1408,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1409,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1410,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1411,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1412,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1413,,,Male,Sandals,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1414,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1415,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1416,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1417,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1418,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1419,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1420,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1421,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1422,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1423,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1424,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1425,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1426,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1427,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1428,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1429,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1430,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1431,,,Male,Jeans,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1432,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1433,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1434,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1435,,,Male,Socks,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1436,,,Male,Boots,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1437,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1438,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1439,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1440,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1441,,,Male,Socks,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1442,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1443,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1444,,,Male,Belt,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1445,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1446,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1447,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1448,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1449,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1450,,,Male,Sandals,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1451,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1452,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1453,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1454,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1455,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1456,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1457,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1458,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1459,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1460,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1461,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1462,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1463,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1464,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1465,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1466,,,Male,Sweater,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1467,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1468,,,Male,Sandals,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1469,,,Male,Blouse,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1470,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1471,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1472,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1473,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1474,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1475,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1476,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1477,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1478,,,Male,Jewelry,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1479,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1480,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1481,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1482,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1483,,,Male,Boots,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1484,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1485,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1486,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1487,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1488,,,Male,Socks,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1489,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1490,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1491,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1492,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1493,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1494,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1495,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1496,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1497,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1498,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1499,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1500,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1501,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1502,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1503,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1504,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1505,,,Male,Jewelry,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1506,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1507,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1508,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1509,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1510,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1511,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1512,,,Male,Boots,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1513,,,Male,Sandals,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1514,,,Male,Pants,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1515,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1516,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1517,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1518,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1519,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1520,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1521,,,Male,Hoodie,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1522,,,Male,Blouse,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1523,,,Male,Coat,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1524,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1525,,,Male,Shoes,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1526,,,Male,Belt,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1527,,,Male,Backpack,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1528,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1529,,,Male,Boots,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1530,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1531,,,Male,Jewelry,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1532,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1533,,,Male,Dress,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1534,,,Male,Blouse,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1535,,,Male,Hat,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1536,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1537,,,Male,Sneakers,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1538,,,Male,Shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1539,,,Male,T-shirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1540,,,Male,Gloves,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1541,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1542,,,Male,Sandals,Footwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1543,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1544,,,Male,Skirt,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1545,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1546,,,Male,Handbag,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1547,,,Male,Jacket,Outerwear,0.2,777,378.27,675,1995,675,1995,1995,3000
1548,,,Male,Scarf,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
1549,,,Male,Shorts,Clothing,0.2,777,378.27,675,1995,675,1995,1995,3000
1550,,,Male,Sunglasses,Accessories,0.2,777,378.27,675,1995,675,1995,1995,3000
